Learning Rate,Epochs,Optimizer,Neurons,Activation function,Validation Accuracy,Validation F1,Validation Precision,Validation Recall,Validation Loss,Training Accuracy,Training F1,Training Precision,Training Recall,Training Loss
0.05,100,mini-batch,"[8, 10]",sigmoid,0.6228070175438597,0.26156628566428836,0.30018253968253966,0.26410403772472735,0.971298065755317,0.5925,0.27718300126076795,0.30173744821498083,0.2747795872795873,0.9579945523282505
0.05,50,sgd,"[16, 8]",sigmoid,0.6052631578947368,0.2428476619970575,0.3754203231362257,0.25320218096080166,0.9945586441131615,0.61375,0.2596967097896267,0.31864327801827796,0.2641081252192363,0.8966090449517615
0.05,50,gd,"[16, 8]",sigmoid,0.4649122807017544,0.11566380773697847,0.20163690476190477,0.1708112290008842,1.2201746302282768,0.4175,0.10827062964146848,0.14006493076260518,0.1716577688799911,1.2451770322999902
0.05,50,mini-batch,"[16, 8]",sigmoid,0.5877192982456141,0.20977740858676755,0.19270221595802992,0.23040082522841143,1.0261921852853275,0.56375,0.20671089916372934,0.18832137936497018,0.22909020131242352,1.024909516913372
0.05,100,sgd,"[16, 8]",sigmoid,0.6052631578947368,0.2428476619970575,0.3754203231362257,0.25320218096080166,0.9945586441131615,0.61375,0.2596967097896267,0.31864327801827796,0.2641081252192363,0.8966090449517615
0.05,100,gd,"[16, 8]",sigmoid,0.5219298245614035,0.1904029270383638,0.18321513002364065,0.20980695549661066,1.182079576789648,0.51125,0.186801900199164,0.1789824164447349,0.20698476254031808,1.1976720321708296
0.05,100,mini-batch,"[16, 8]",sigmoid,0.6096491228070176,0.2567655474485534,0.31013563730955035,0.25835691128794575,0.970685930757417,0.59375,0.26745479552447377,0.29537823472804736,0.2676073509406843,0.9581103655950707
0.05,50,sgd,"[8, 8, 4]",sigmoid,0.5921052631578947,0.24678371985612113,0.26313718581160445,0.25100722074860005,0.9732607713550943,0.62875,0.2997659851375894,0.3087033359787576,0.30063450202339087,0.8894809882365997
0.05,50,gd,"[8, 8, 4]",sigmoid,0.3815789473684211,0.09206349206349207,0.06359649122807018,0.16666666666666666,1.2536602156699057,0.41625,0.09796999117387467,0.069375,0.16666666666666666,1.2481482512720776
0.05,50,mini-batch,"[8, 8, 4]",sigmoid,0.38596491228070173,0.09553129107269236,0.23054331864904554,0.16826923076923075,1.1841055236202085,0.40875,0.09870442984315388,0.09446779395953475,0.1636914692470248,1.1854732517099418
0.05,100,sgd,"[8, 8, 4]",sigmoid,0.5921052631578947,0.24678371985612113,0.26313718581160445,0.25100722074860005,0.9732607713550943,0.62875,0.2997659851375894,0.3087033359787576,0.30063450202339087,0.8894809882365997
0.05,100,gd,"[8, 8, 4]",sigmoid,0.3815789473684211,0.09206349206349207,0.06359649122807018,0.16666666666666666,1.1982601067922862,0.41625,0.09796999117387467,0.069375,0.16666666666666666,1.2064130948712446
0.05,100,mini-batch,"[8, 8, 4]",sigmoid,0.38596491228070173,0.09553129107269236,0.23054331864904554,0.16826923076923075,1.1841055236202085,0.40875,0.09870442984315388,0.09446779395953475,0.1636914692470248,1.1854732517099418
0.05,50,sgd,"[16, 8, 16]",sigmoid,0.631578947368421,0.24143368039039514,0.27155555555555555,0.25681402888299437,0.9762221311592153,0.61875,0.27760882290336314,0.322426298226745,0.27618163034829707,0.9086504012228047
0.05,50,gd,"[16, 8, 16]",sigmoid,0.3815789473684211,0.09206349206349207,0.06359649122807018,0.16666666666666666,1.2149844600247117,0.41625,0.09796999117387467,0.069375,0.16666666666666666,1.2066049391847686
0.05,50,mini-batch,"[16, 8, 16]",sigmoid,0.3815789473684211,0.09206349206349207,0.06359649122807018,0.16666666666666666,1.192012854576685,0.41625,0.09796999117387467,0.069375,0.16666666666666666,1.1814212307022864
0.05,100,sgd,"[16, 8, 16]",sigmoid,0.631578947368421,0.24143368039039514,0.27155555555555555,0.25681402888299437,0.9762221311592153,0.61875,0.27760882290336314,0.322426298226745,0.27618163034829707,0.9086504012228047
0.05,100,gd,"[16, 8, 16]",sigmoid,0.3815789473684211,0.09206349206349207,0.06359649122807018,0.16666666666666666,1.1974606431480441,0.41625,0.09796999117387467,0.069375,0.16666666666666666,1.1911479335734978
0.05,100,mini-batch,"[16, 8, 16]",sigmoid,0.3815789473684211,0.09206349206349207,0.06359649122807018,0.16666666666666666,1.192012854576685,0.41625,0.09796999117387467,0.069375,0.16666666666666666,1.1814212307022864
