Learning Rate,Epochs,Optimizer,Hidden Layers,Neurons,Activation Function,Validation Accuracy,Validation Hamming Loss,Validation Loss,Validation F1,Validation Precision,Validation Recall,Training Accuracy,Training Hamming Loss,Training Loss,Training F1,Training Precision,Training Recall
0.05,50,sgd,3,"[8, 8, 4]",relu,0.660625,0.339375,5.1685128529930555,0.016233766233766232,0.04807692307692308,0.009765625,0.6578571428571428,0.3421428571428572,5.1171742945079695,0.03246056361627657,0.4027777777777778,0.018834107647572304
0.05,50,gd,3,"[8, 8, 4]",relu,0.484375,0.515625,6.303536574238691,0.34551433484491156,0.32877146296248216,0.5442595453192521,0.48625,0.5137499999999999,6.365978057052425,0.35753243434377846,0.3661756469808881,0.552555084423868
0.05,50,mini-batch,3,"[8, 8, 4]",relu,0.659375,0.34062499999999996,5.188698569428855,0.023791413116970927,0.10855263157894737,0.014761586452762923,0.6558928571428572,0.34410714285714283,5.142974271805557,0.028117399699913975,0.3663265306122449,0.016342082033782356
0.05,100,sgd,3,"[8, 8, 4]",relu,0.660625,0.339375,5.1685128529930555,0.016233766233766232,0.04807692307692308,0.009765625,0.6578571428571428,0.3421428571428572,5.1171742945079695,0.03246056361627657,0.4027777777777778,0.018834107647572304
0.05,50,mini-batch,3,"[8, 8, 4]",relu,0.659375,0.34062499999999996,5.188698569428855,0.023791413116970927,0.10855263157894737,0.014761586452762923,0.6558928571428572,0.34410714285714283,5.142974271805557,0.028117399699913975,0.3663265306122449,0.016342082033782356
0.05,100,gd,3,"[8, 8, 4]",relu,0.484375,0.515625,6.303536574238691,0.34551433484491156,0.32877146296248216,0.5442595453192521,0.48625,0.5137499999999999,6.365978057052425,0.35753243434377846,0.3661756469808881,0.552555084423868
0.05,100,mini-batch,3,"[8, 8, 4]",relu,0.659375,0.34062499999999996,5.188698569428855,0.023791413116970927,0.10855263157894737,0.014761586452762923,0.6558928571428572,0.34410714285714283,5.142974271805557,0.028117399699913975,0.3663265306122449,0.016342082033782356
0.05,50,sgd,3,"[16, 8, 16]",relu,0.6625,0.3375,5.161340252363477,0.004166666666666667,0.0625,0.0021551724137931034,0.6566071428571428,0.34339285714285717,5.110849481799856,0.007058346699780962,0.23214285714285715,0.0036172487526728437
0.05,50,gd,3,"[16, 8, 16]",relu,0.628125,0.37187499999999996,5.437934590611742,0.10243526787534071,0.21216972682489924,0.09083216969946398,0.6310714285714286,0.3689285714285714,5.453553868176651,0.10136369610579091,0.35928526841448194,0.08368622898746227
0.05,50,mini-batch,3,"[16, 8, 16]",relu,0.6575,0.3425,5.226201602662688,0.03755465275912496,0.196875,0.021001362829614605,0.655,0.345,5.107245631457892,0.03811744428411095,0.266765873015873,0.021064174941827545
0.05,100,sgd,3,"[16, 8, 16]",relu,0.6625,0.3375,5.161340252363477,0.004166666666666667,0.0625,0.0021551724137931034,0.6566071428571428,0.34339285714285717,5.110849481799856,0.007058346699780962,0.23214285714285715,0.0036172487526728437
0.05,100,gd,3,"[16, 8, 16]",relu,0.628125,0.37187499999999996,5.437934590611742,0.10243526787534071,0.21216972682489924,0.09083216969946398,0.6310714285714286,0.3689285714285714,5.453553868176651,0.10136369610579091,0.35928526841448194,0.08368622898746227
0.05,100,mini-batch,3,"[16, 8, 16]",relu,0.6575,0.3425,5.226201602662688,0.03755465275912496,0.196875,0.021001362829614605,0.655,0.345,5.107245631457892,0.03811744428411095,0.266765873015873,0.021064174941827545
0.01,50,sgd,2,"[8, 10]",tanh,0.65875,0.34125000000000005,5.155571941253709,0.038671316911548057,0.37127976190476186,0.020976435244944372,0.6585714285714286,0.3414285714285714,5.112689880916548,0.04625219664992536,0.5444602272727272,0.02454418744164721
0.01,50,gd,2,"[8, 10]",tanh,0.546875,0.453125,6.2349812632154045,0.2651691445809093,0.2991012463390196,0.38394733135604664,0.5444642857142857,0.45553571428571427,6.34089970146574,0.2730589304505154,0.33872097862862727,0.3827706959533963
0.01,50,mini-batch,2,"[8, 10]",tanh,0.65375,0.34624999999999995,5.238172319432158,0.104443643632763,0.36133658008658004,0.064497700319849,0.6405357142857143,0.3594642857142857,5.275091158520918,0.08508471079415328,0.362598478956661,0.050544433350332846
0.01,100,sgd,2,"[8, 10]",tanh,0.65875,0.34125000000000005,5.155571941253709,0.038671316911548057,0.37127976190476186,0.020976435244944372,0.6585714285714286,0.3414285714285714,5.112689880916548,0.04625219664992536,0.5444602272727272,0.02454418744164721
0.01,100,gd,2,"[8, 10]",tanh,0.546875,0.453125,6.2349812632154045,0.2651691445809093,0.2991012463390196,0.38394733135604664,0.5444642857142857,0.45553571428571427,6.34089970146574,0.2730589304505154,0.33872097862862727,0.3827706959533963
0.01,100,mini-batch,2,"[8, 10]",tanh,0.65375,0.34624999999999995,5.238172319432158,0.104443643632763,0.36133658008658004,0.064497700319849,0.6405357142857143,0.3594642857142857,5.275091158520918,0.08508471079415328,0.362598478956661,0.050544433350332846
0.01,50,sgd,2,"[16, 8]",tanh,0.66,0.33999999999999997,5.177087029335618,0.0033783783783783786,0.0625,0.001736111111111111,0.6560714285714285,0.3439285714285715,5.0957353151571185,0.010376149609653516,0.44107142857142856,0.005284976421252774
0.01,50,gd,2,"[16, 8]",tanh,0.548125,0.451875,6.428805560368179,0.2529714650795691,0.28621800878509285,0.3441563186766688,0.5541071428571429,0.4458928571428571,6.4211327508091225,0.24579241383805278,0.29512541185368457,0.3316652210331906
0.01,50,mini-batch,2,"[16, 8]",tanh,0.65375,0.34624999999999995,5.500528922052687,0.06659051933560745,0.42986111111111114,0.03880087731590978,0.6435714285714286,0.35642857142857143,5.471894784599043,0.06420083920962474,0.33521054571298214,0.038419031898907406
0.01,100,sgd,2,"[16, 8]",tanh,0.66,0.33999999999999997,5.177087029335618,0.0033783783783783786,0.0625,0.001736111111111111,0.6560714285714285,0.3439285714285715,5.0957353151571185,0.010376149609653516,0.44107142857142856,0.005284976421252774
0.01,100,gd,2,"[16, 8]",tanh,0.548125,0.451875,6.428805560368179,0.2529714650795691,0.28621800878509285,0.3441563186766688,0.5541071428571429,0.4458928571428571,6.4211327508091225,0.24579241383805278,0.29512541185368457,0.3316652210331906
0.01,100,mini-batch,2,"[16, 8]",tanh,0.654375,0.34562499999999996,5.453130505345601,0.057946876608704456,0.4786931818181818,0.03316744403255146,0.6467857142857143,0.3532142857142857,5.418869023459679,0.06305508434019212,0.4054813747197794,0.03694578568599002
0.01,50,sgd,3,"[8, 8, 4]",tanh,0.655625,0.344375,5.197046102287866,0.04011181467892322,0.22045454545454543,0.022432021789907185,0.6578571428571428,0.3421428571428572,5.104880487503553,0.051729519135563305,0.2985194000819001,0.029012572760652843
0.01,50,gd,3,"[8, 8, 4]",tanh,0.54,0.45999999999999996,6.437600865404997,0.2832568818447276,0.22154840762652692,0.42983140225787286,0.5176785714285714,0.48232142857142857,6.5834304905010725,0.26945171378611465,0.37449421499395463,0.41790751913392066
0.01,50,mini-batch,3,"[8, 8, 4]",tanh,0.539375,0.46062499999999995,6.155364922194638,0.269990867321545,0.2169370839733743,0.40225787284610814,0.5273214285714286,0.4726785714285714,6.271589949808887,0.26520445526096315,0.3166752401048192,0.4026732724974729
0.01,100,sgd,3,"[8, 8, 4]",tanh,0.655625,0.344375,5.197046102287866,0.04011181467892322,0.22045454545454543,0.022432021789907185,0.6578571428571428,0.3421428571428572,5.104880487503553,0.051729519135563305,0.2985194000819001,0.029012572760652843
0.01,100,gd,3,"[8, 8, 4]",tanh,0.54,0.45999999999999996,6.437600865404997,0.2832568818447276,0.22154840762652692,0.42983140225787286,0.5176785714285714,0.48232142857142857,6.5834304905010725,0.26945171378611465,0.37449421499395463,0.41790751913392066
0.01,100,mini-batch,3,"[8, 8, 4]",tanh,0.539375,0.46062499999999995,6.155364922194638,0.269990867321545,0.2169370839733743,0.40225787284610814,0.5273214285714286,0.4726785714285714,6.271589949808887,0.26520445526096315,0.3166752401048192,0.4026732724974729
0.01,50,sgd,3,"[16, 8, 16]",tanh,0.656875,0.343125,5.21079219290207,0.041342318254082966,0.2989583333333333,0.022416479135098227,0.6576785714285714,0.34232142857142855,5.070305885327186,0.047828911144212866,0.4043679971988795,0.025524943745196503
0.01,50,gd,3,"[16, 8, 16]",tanh,0.565625,0.43437499999999996,5.966628590103251,0.25777321537936837,0.2694750901675262,0.3378684543646181,0.5533928571428571,0.44660714285714287,6.232197239379356,0.2513079757531799,0.2514678661602568,0.32650671107888013
0.01,50,mini-batch,3,"[16, 8, 16]",tanh,0.655,0.345,5.246972929600913,0.06087887481983684,0.32318376068376065,0.03477807052356175,0.6489285714285714,0.3510714285714286,5.305651928527144,0.05310241583249506,0.272971533526562,0.02988310378561115
0.01,100,sgd,3,"[16, 8, 16]",tanh,0.656875,0.343125,5.21079219290207,0.041342318254082966,0.2989583333333333,0.022416479135098227,0.6576785714285714,0.34232142857142855,5.070305885327186,0.047828911144212866,0.4043679971988795,0.025524943745196503
0.01,100,gd,3,"[16, 8, 16]",tanh,0.565625,0.43437499999999996,5.966628590103251,0.25777321537936837,0.2694750901675262,0.3378684543646181,0.5533928571428571,0.44660714285714287,6.232197239379356,0.2513079757531799,0.2514678661602568,0.32650671107888013
0.01,100,mini-batch,3,"[16, 8, 16]",tanh,0.655,0.345,5.246972929600913,0.06087887481983684,0.32318376068376065,0.03477807052356175,0.6489285714285714,0.3510714285714286,5.305651928527144,0.05310241583249506,0.272971533526562,0.02988310378561115
0.05,50,sgd,2,"[8, 10]",tanh,0.651875,0.348125,5.186696835206001,0.04767713592459629,0.19203431372549018,0.028518828820883677,0.6598214285714286,0.34017857142857144,5.084819249755071,0.06551254240547652,0.525821840575939,0.0379605207732697
0.05,50,gd,2,"[8, 10]",tanh,0.590625,0.40937500000000004,5.553227422731928,0.1948743809836359,0.30966093512469695,0.2070768687625884,0.5905357142857143,0.4094642857142857,5.633183708360154,0.21471264168514104,0.33830052031328417,0.21756999958664286
0.05,50,mini-batch,2,"[8, 10]",tanh,0.66,0.33999999999999997,5.142729145171447,0.031791800012791686,0.3125,0.016827400206425307,0.655,0.345,5.139034938039986,0.02133259784780834,0.4839285714285714,0.0110601633800962
0.05,100,sgd,2,"[8, 10]",tanh,0.651875,0.348125,5.186696835206001,0.04767713592459629,0.19203431372549018,0.028518828820883677,0.6598214285714286,0.34017857142857144,5.084819249755071,0.06551254240547652,0.525821840575939,0.0379605207732697
0.05,100,gd,2,"[8, 10]",tanh,0.631875,0.36812500000000004,5.330772043401719,0.13876727753226786,0.3232013881882084,0.10401753905244347,0.6276785714285714,0.3723214285714286,5.386067582315397,0.1540864382851282,0.37259675621811544,0.11232183182995523
0.05,100,mini-batch,2,"[8, 10]",tanh,0.66,0.33999999999999997,5.142729145171447,0.031791800012791686,0.3125,0.016827400206425307,0.655,0.345,5.139034938039986,0.02133259784780834,0.4839285714285714,0.0110601633800962
0.05,50,sgd,2,"[16, 8]",tanh,0.631875,0.36812500000000004,5.304051082299785,0.05956377430061641,0.20236943907156674,0.06300886015325671,0.6553571428571429,0.34464285714285714,5.070485367863823,0.09762580669446436,0.424552840776245,0.0873757488064247
0.05,50,gd,2,"[16, 8]",tanh,0.59375,0.40625,5.965056031042727,0.19748407024037049,0.3212364301698182,0.23424795609659518,0.5882142857142857,0.4117857142857143,5.969239254016609,0.18869161422819836,0.26715201637740493,0.22403284984380642
0.05,50,mini-batch,2,"[16, 8]",tanh,0.65125,0.34875,5.353185917290043,0.024269352154976956,0.28106060606060607,0.013126930435183478,0.6510714285714285,0.3489285714285715,5.307550846278391,0.0578255820477073,0.4242120726495726,0.03245812626941544
0.05,100,sgd,2,"[16, 8]",tanh,0.631875,0.36812500000000004,5.304051082299785,0.05956377430061641,0.20236943907156674,0.06300886015325671,0.6553571428571429,0.34464285714285714,5.070485367863823,0.09762580669446436,0.424552840776245,0.0873757488064247
0.05,100,gd,2,"[16, 8]",tanh,0.63,0.37,5.749624620337312,0.15129007969061292,0.34060579877112135,0.13274613125144202,0.6167857142857143,0.38321428571428573,5.748697473656574,0.13864949180703873,0.33603381220229045,0.1214711604795543
0.05,100,mini-batch,2,"[16, 8]",tanh,0.65125,0.34875,5.353185917290043,0.024269352154976956,0.28106060606060607,0.013126930435183478,0.6510714285714285,0.3489285714285715,5.307550846278391,0.0578255820477073,0.4242120726495726,0.03245812626941544
0.05,50,sgd,3,"[8, 8, 4]",tanh,0.65625,0.34375,5.198666828237381,0.02482482158003641,0.15773809523809523,0.013674621788370521,0.6605357142857143,0.33946428571428566,5.122129054213482,0.05461832572429037,0.39877450980392154,0.029813257210575463
0.05,50,gd,3,"[8, 8, 4]",tanh,0.535,0.46499999999999997,6.385999295917199,0.27678707532141783,0.217010410342036,0.4188019904931669,0.5191071428571429,0.4808928571428571,6.526765876351234,0.26950115638937094,0.3752893640544147,0.41686201434394277
0.05,50,mini-batch,3,"[8, 8, 4]",tanh,0.655,0.345,5.213802933870983,0.04757826714348453,0.22457264957264958,0.02745822192513369,0.6542857142857142,0.34571428571428575,5.140156660386901,0.04140896811928802,0.24032738095238096,0.023517271440322365
0.05,100,sgd,3,"[8, 8, 4]",tanh,0.65625,0.34375,5.198666828237381,0.02482482158003641,0.15773809523809523,0.013674621788370521,0.6605357142857143,0.33946428571428566,5.122129054213482,0.05461832572429037,0.39877450980392154,0.029813257210575463
0.05,100,gd,3,"[8, 8, 4]",tanh,0.535,0.46499999999999997,6.385999295917199,0.27678707532141783,0.217010410342036,0.4188019904931669,0.5191071428571429,0.4808928571428571,6.526765876351234,0.26950115638937094,0.3752893640544147,0.41686201434394277
0.05,100,mini-batch,3,"[8, 8, 4]",tanh,0.655,0.345,5.213802933870983,0.04757826714348453,0.22457264957264958,0.02745822192513369,0.6542857142857142,0.34571428571428575,5.140156660386901,0.04140896811928802,0.24032738095238096,0.023517271440322365
0.05,50,sgd,3,"[16, 8, 16]",tanh,0.6425,0.35750000000000004,5.322438919600165,0.07235960148935656,0.27890625,0.047422770900645936,0.6596428571428572,0.3403571428571428,5.0450106442818665,0.12247667737004198,0.40924102778941485,0.07977863834719873
0.05,50,gd,3,"[16, 8, 16]",tanh,0.595625,0.40437500000000004,5.6605053293866625,0.21772270871745006,0.3142555174286561,0.2475174639730046,0.5792857142857143,0.4207142857142857,5.900675663857723,0.20217478677990686,0.30759217527499116,0.22161437074553159
0.05,50,mini-batch,3,"[16, 8, 16]",tanh,0.65875,0.34125000000000005,5.205648506756986,0.03512237285013005,0.2708333333333333,0.01901511713505992,0.6566071428571428,0.34339285714285717,5.148196757374162,0.03796002594865768,0.34325396825396826,0.020193144347567457
0.05,100,sgd,3,"[16, 8, 16]",tanh,0.6425,0.35750000000000004,5.322438919600165,0.07235960148935656,0.27890625,0.047422770900645936,0.6596428571428572,0.3403571428571428,5.0450106442818665,0.12247667737004198,0.40924102778941485,0.07977863834719873
0.05,100,gd,3,"[16, 8, 16]",tanh,0.595625,0.40437500000000004,5.6605053293866625,0.21772270871745006,0.3142555174286561,0.2475174639730046,0.5792857142857143,0.4207142857142857,5.900675663857723,0.20217478677990686,0.30759217527499116,0.22161437074553159
0.05,100,mini-batch,3,"[16, 8, 16]",tanh,0.65875,0.34125000000000005,5.205648506756986,0.03512237285013005,0.2708333333333333,0.01901511713505992,0.6566071428571428,0.34339285714285717,5.148196757374162,0.03796002594865768,0.34325396825396826,0.020193144347567457
0.01,50,sgd,2,"[8, 10]",sigmoid,0.6625,0.3375,5.134198166664265,0.0,0.0,0.0,0.6555357142857143,0.34446428571428567,5.149927605398142,0.0,0.0,0.0
0.01,50,gd,2,"[8, 10]",sigmoid,0.5075,0.49250000000000005,5.941598113529851,0.28034817492440856,0.20848075348075348,0.5008234519104084,0.49642857142857144,0.5035714285714286,5.9509983484191045,0.2790076080319801,0.21295958678902685,0.4958491461100569
0.01,50,mini-batch,2,"[8, 10]",sigmoid,0.6625,0.3375,5.1733784479414116,0.0,0.0,0.0,0.6553571428571429,0.34464285714285714,5.187004541573906,0.0,0.0,0.0
0.01,100,sgd,2,"[8, 10]",sigmoid,0.6625,0.3375,5.134198166664265,0.0,0.0,0.0,0.6555357142857143,0.34446428571428567,5.149927605398142,0.0,0.0,0.0
0.01,100,gd,2,"[8, 10]",sigmoid,0.539375,0.46062499999999995,5.751498735161095,0.23995169874265587,0.20548076923076924,0.41493741765480896,0.5248214285714285,0.47517857142857145,5.761550117695283,0.2359645272623517,0.2082767769864544,0.4134335185687178
0.01,100,mini-batch,2,"[8, 10]",sigmoid,0.6625,0.3375,5.1733784479414116,0.0,0.0,0.0,0.6553571428571429,0.34464285714285714,5.187004541573906,0.0,0.0,0.0
0.01,50,sgd,2,"[16, 8]",sigmoid,0.6625,0.3375,5.136365105169944,0.0,0.0,0.0,0.6555357142857143,0.34446428571428567,5.15570820716542,0.0,0.0,0.0
0.01,50,gd,2,"[16, 8]",sigmoid,0.58625,0.41374999999999995,5.797451218100078,0.13562850001964394,0.2121938775510204,0.25180555555555556,0.5791071428571428,0.4208928571428572,5.946006293074245,0.13842583855451948,0.17452073070607554,0.2545362903225806
0.01,50,mini-batch,2,"[16, 8]",sigmoid,0.6625,0.3375,5.374991894886531,0.0,0.0,0.0,0.6555357142857143,0.34446428571428567,5.471800281697563,0.0,0.0,0.0
0.01,100,sgd,2,"[16, 8]",sigmoid,0.6625,0.3375,5.136365105169944,0.0,0.0,0.0,0.6555357142857143,0.34446428571428567,5.15570820716542,0.0,0.0,0.0
0.01,100,gd,2,"[16, 8]",sigmoid,0.58625,0.41374999999999995,5.797451218100078,0.13562850001964394,0.2121938775510204,0.25180555555555556,0.5791071428571428,0.4208928571428572,5.946006293074245,0.13842583855451948,0.17452073070607554,0.2545362903225806
0.01,100,mini-batch,2,"[16, 8]",sigmoid,0.6625,0.3375,5.374991894886531,0.0,0.0,0.0,0.6555357142857143,0.34446428571428567,5.471800281697563,0.0,0.0,0.0
0.01,50,sgd,3,"[8, 8, 4]",sigmoid,0.6625,0.3375,5.129915156665046,0.0,0.0,0.0,0.6555357142857143,0.34446428571428567,5.1483007830068654,0.0,0.0,0.0
0.01,50,gd,3,"[8, 8, 4]",sigmoid,0.4625,0.5375,6.375679257853335,0.3142566836498867,0.2111513157894737,0.6163793103448276,0.45553571428571427,0.5444642857142857,6.463954969826789,0.3136195209770862,0.21075259125732312,0.6142418032786885
